"order_id","customer_id","amount","order_date","order_date_datetime","quantity","product"
"1009111892017","1357835829297",169.9600000000,2019-07-16,2019-07-16 16:54:34,4,"129-CL|417-IO-BH|128-BP-20X-R2|404"
"1009338613809","1033480306737",129.9800000000,2019-07-16,2019-07-16 20:47:29,2,"132-F-R2"
"1009559404593","1269930000433",28.0000000000,2019-07-16,2019-07-16 23:20:16,1,"413-IO-VN"
"1009594826801","438065659953",45.2600000000,2019-07-17,2019-07-17 00:09:18,1,"132-V2"
"1010213158961","1360123461681",59.9900000000,2019-07-17,2019-07-17 14:00:09,1,"136"
"1010303336497","1360313909297",118.5900000000,2019-07-17,2019-07-17 15:14:36,3,"404|132-X-R2|416-IO-PB"
"1010348949553","1360405135409",119.9600000000,2019-07-17,2019-07-17 15:52:57,4,"132-CLEANSE|132-F-FDM|132-FDM|132-CONTROL"
"1011337527345","395208392753",43.7900000000,2019-07-18,2019-07-18 11:39:40,2,"412-IO-CH"
"1011381927985","1362512150577",39.9900000000,2019-07-18,2019-07-18 12:16:48,1,"128-OR"
"1011421118513","1362567069745",59.9900000000,2019-07-18,2019-07-18 12:46:45,1,"134-V2"
"1011840352305","1363057147953",81.5000000000,2019-07-18,2019-07-18 18:00:33,1,"132-X-R2"
"1011918700593","1358782398513",28.0000000000,2019-07-18,2019-07-18 19:11:02,1,"414-IO-FC"
"1012145848369","196977885233",30.2700000000,2019-07-18,2019-07-18 22:50:05,1,"413-IO-VN"
"1012550893617","531695796273",30.5300000000,2019-07-19,2019-07-19 08:05:37,1,"136"
"1012978352177","1089751121969",86.3800000000,2019-07-19,2019-07-19 13:56:50,2,"128-OR|128-BR"
"1013557035057","1365629567025",17.5000000000,2019-07-19,2019-07-19 20:14:18,1,"132-BURN"
"1013870297137","92998664199",21.6000000000,2019-07-20,2019-07-20 01:49:12,1,"416-IO-PB"
"1014028402737","1043686883377",58.4900000000,2019-07-20,2019-07-20 06:33:57,1,"132-F-R2"
"1014492790833","533928247345",43.7900000000,2019-07-20,2019-07-20 10:22:51,1,"412-IO-CH"
"1014780493873","381061660721",168.0000000000,2019-07-20,2019-07-20 13:55:52,4,"136|128-ND-30X|128-AP-30X"
"1016542068785","525767344177",30.4500000000,2019-07-21,2019-07-21 20:10:58,1,"412-IO-CH"
"1016676319281","544888520753",53.7400000000,2019-07-21,2019-07-21 22:36:00,2,"128-BP-20X-R2|136"
"1016759681073","1369494814769",66.9900000000,2019-07-22,2019-07-22 00:22:16,1,"141"
"101684215815","107063410695",267.4900000000,2018-01-14,2018-01-14 01:45:14,1,"133-I-90"
"1017469239345","550944342065",104.0000000000,2019-07-22,2019-07-22 14:29:09,3,"414-IO-FC|413-IO-VN"
"1017599655985","544906805297",33.5000000000,2019-07-22,2019-07-22 16:05:20,1,"141"
"1017720274993","1370857635889",139.9800000000,2019-07-22,2019-07-22 17:39:18,2,"132-V3"
"1018286506033","1371563687985",154.9700000000,2019-07-23,2019-07-23 02:20:44,3,"132-V3|408|417-IO-BH"
"1018313965617","1371601764401",99.9800000000,2019-07-23,2019-07-23 03:20:01,2,"404|128-BP-20X-R2"
"1018579288113","385125285937",118.4800000000,2019-07-23,2019-07-23 10:26:28,4,"136|141|132-V3|417-IO-BH"
"1018773504049","548765368369",32.5800000000,2019-07-23,2019-07-23 13:04:59,1,"128-ND-30X"
"1019187134513","1353408544817",75.9900000000,2019-07-23,2019-07-23 18:57:24,2,"414-IO-FC|416-IO-PB"
"1019651031089","1373452435505",64.3400000000,2019-07-24,2019-07-24 04:59:46,1,"132-V2"
"1020042477617","1374028595249",59.9900000000,2019-07-24,2019-07-24 11:44:57,1,"137"
"1020070625329","1374103109681",0.0000000000,2019-07-24,2019-07-24 12:09:38,2,"141|138"
"1020352954417","1374426005553",42.0000000000,2019-07-24,2019-07-24 15:51:19,1,"132-V2"
"1020412297265","748960710705",47.4900000000,2019-07-24,2019-07-24 16:40:24,3,"132-BURN|312-CHC|412-IO-CH"
"1020821798961","1375017467953",42.9900000000,2019-07-24,2019-07-24 23:40:49,1,"128-BP-20X-R2"
"1021066117169","1197570031665",44.9900000000,2019-07-25,2019-07-25 07:07:56,1,"400"
"1021142663217","198124634161",0.0000000000,2019-07-25,2019-07-25 08:56:21,3,"413-IO-VN|132-V3|132-X-R2"
"1021374693425","560331718705",20.0000000000,2019-07-25,2019-07-25 12:45:32,1,"417-IO-BH"
"1021378396209","1375755534385",42.0000000000,2019-07-25,2019-07-25 12:48:58,1,"136"
"1021605642289","1376085934129",30.0300000000,2019-07-25,2019-07-25 16:06:57,1,"414-IO-FC"
"102165086215","107544084487",129.9800000000,2018-01-14,2018-01-14 18:44:29,2,"132-V2|148"
"102189596679","107573837831",53.9900000000,2018-01-14,2018-01-14 19:23:47,1,"136-SST"
"1022037262385","736739983409",30.2300000000,2019-07-25,2019-07-25 23:16:34,1,"412-IO-CH"
"1022278860849","549438455857",53.9900000000,2019-07-26,2019-07-26 06:34:52,1,"137"
"1022754783281","856985960497",111.9800000000,2019-07-26,2019-07-26 13:04:51,4,"414-IO-FC|413-IO-VN|412-IO-CH"
"1022880710705","549348769841",17.5000000000,2019-07-26,2019-07-26 14:01:23,1,"132-BURN"
"1023481577521","1239927849009",379.9400000000,2019-07-26,2019-07-26 21:32:31,6,"134-V2"
"1023986139185","198739329073",50.4900000000,2019-07-27,2019-07-27 09:19:46,2,"132-BURN|132-X-R2"
"1024877690929","1378986426417",59.9900000000,2019-07-27,2019-07-27 15:24:37,1,"132-V2"
"1025445232689","1254488014897",39.9900000000,2019-07-27,2019-07-27 23:10:30,1,"417-IO-BH"
"1026573041713","1343177031729",30.1700000000,2019-07-28,2019-07-28 19:59:22,1,"416-IO-PB"
"1026785148977","556455624753",30.6600000000,2019-07-28,2019-07-28 23:55:34,1,"413-IO-VN"
"1027098640433","676800299057",56.0000000000,2019-07-29,2019-07-29 07:33:16,2,"413-IO-VN|412-IO-CH"
"1027908436017","395208392753",131.3700000000,2019-07-29,2019-07-29 13:56:08,6,"401|414-IO-FC|416-IO-PB"
"1028432756785","519909834801",45.4900000000,2019-07-29,2019-07-29 20:13:52,2,"132-BURN|128-WI"
"1029600149553","1281077674033",64.1900000000,2019-07-30,2019-07-30 15:48:31,1,"132-V2"
"1030454476849","1244051734577",85.5800000000,2019-07-31,2019-07-31 08:05:26,2,"128-BP-20X-R2"
"1030468010033","1322906484785",69.9900000000,2019-07-31,2019-07-31 08:20:59,1,"132-V3"
"1031096631345","1078734585905",0.0000000000,2019-07-31,2019-07-31 13:21:06,1,"412-IO-CH"
"1031098826801","59980873735",0.0000000000,2019-07-31,2019-07-31 13:22:24,1,"416-IO-PB"
"103131381767","15675457543",249.9900000000,2018-01-16,2018-01-16 00:18:31,1,"133-I-90"
"1032145141809","60001976327",21.9000000000,2019-08-01,2019-08-01 04:29:20,1,"412-IO-CH"
"1032321564721","1387647762481",43.7900000000,2019-08-01,2019-08-01 08:18:53,1,"128-BR"
"1032395915313","1387734663217",0.0000000000,2019-08-01,2019-08-01 09:26:54,2,"132-V2"
"1032474918961","693138686001",0.0000000000,2019-08-01,2019-08-01 10:24:47,1,"400"
"1032623423537","1329440849969",28.0000000000,2019-08-01,2019-08-01 12:16:11,1,"412-IO-CH"
"1032679784497","1184518832177",59.9900000000,2019-08-01,2019-08-01 12:56:03,1,"128-ND-30X"
"1032848605233","1388271304753",28.0000000000,2019-08-01,2019-08-01 15:07:01,1,"413-IO-VN"
"1033058549809","545524678705",49.9900000000,2019-08-01,2019-08-01 17:42:25,2,"417-IO-BH|136"
"1034853613617","1395124797489",30.2900000000,2019-08-02,2019-08-02 22:17:34,1,"312-CPC"
"1035243323441","391566000177",53.9900000000,2019-08-03,2019-08-03 06:34:42,1,"136"
"1035553669169","375211327537",83.9800000000,2019-08-03,2019-08-03 11:29:18,3,"416-IO-PB|414-IO-FC|417-IO-BH"
"1035686641713","1383228178481",14.9800000000,2019-08-03,2019-08-03 13:05:10,2,"132-V3|161"
"1035938824241","1396262436913",19.2700000000,2019-08-03,2019-08-03 16:02:29,1,"132-F-FDM"
"1036492111921","1396795899953",119.9900000000,2019-08-04,2019-08-04 01:21:15,1,"133"
"1037524467761","1397494710321",45.9700000000,2019-08-04,2019-08-04 20:36:16,2,"312-CPC"
"1037681426481","1299266666545",119.9800000000,2019-08-04,2019-08-04 23:35:32,2,"134-V2|132-V2"
"1037722648625","737252278321",21.6100000000,2019-08-05,2019-08-05 00:34:10,1,"417-IO-BH"
"1037999538225","1403415724081",95.9900000000,2019-08-05,2019-08-05 08:01:47,1,"132-X-R2"
"1038827192369","61248176135",159.9700000000,2019-08-05,2019-08-05 19:20:10,3,"132-V3|407|400"
"1038877655089","1404285616177",28.0000000000,2019-08-05,2019-08-05 20:07:44,1,"416-IO-PB"
"1038992113713","1404409577521",43.0900000000,2019-08-05,2019-08-05 21:53:29,1,"414-IO-FC"
"1039049850929","401743642673",20.0000000000,2019-08-05,2019-08-05 22:50:11,1,"416-IO-PB"
"1039598288945","1331668549681",56.0000000000,2019-08-06,2019-08-06 09:31:14,2,"416-IO-PB"
"1039616704561","1405042524209",59.9900000000,2019-08-06,2019-08-06 09:41:35,1,"132-V2"
"1039680438321","1265616126001",40.5000000000,2019-08-06,2019-08-06 10:20:38,1,"132-F-FDM"
"1039925313585","1405336485937",55.9900000000,2019-08-06,2019-08-06 13:09:50,2,"416-IO-PB"
"1039951265841","1382169411633",28.0000000000,2019-08-06,2019-08-06 13:30:00,1,"412-IO-CH"
"1040449667121","1264415375409",59.9900000000,2019-08-06,2019-08-06 20:37:59,1,"137"
"1040652763185","1096576401457",79.9800000000,2019-08-07,2019-08-07 00:17:02,2,"128-BR"
"1043174850609","544888520753",21.5000000000,2019-08-07,2019-08-07 09:55:37,1,"414-IO-FC"
"1043224592433","1407123816497",124.9800000000,2019-08-07,2019-08-07 09:59:58,2,"132-F-R2|132-V2"
"1045521989681","1405198762033",49.9800000000,2019-08-07,2019-08-07 13:18:09,2,"132-F-FDM"
"1045775876145","1407739691057",167.8600000000,2019-08-07,2019-08-07 16:30:41,3,"128-AP-30X|126-CL-40|321-1-OR"
"1045839806513","1306248511537",27.0400000000,2019-08-07,2019-08-07 17:20:24,1,"132-F-FDM"
"1046038118449","674939535409",64.8200000000,2019-08-07,2019-08-07 19:33:37,1,"136"
"1046045294641","1272114020401",28.0000000000,2019-08-07,2019-08-07 19:37:42,1,"128-BP-20X-R2"
"1046762127409","425559261233",28.0000000000,2019-08-08,2019-08-08 08:07:17,1,"412-IO-CH"
"1046943596593","1409665040433",75.9900000000,2019-08-08,2019-08-08 11:13:57,1,"132-X-R2"
"1047267213361","693700821041",0.0000000000,2019-08-08,2019-08-08 15:22:02,1,"412-IO-CH"
"1047305584689","546058698801",45.5000000000,2019-08-08,2019-08-08 15:53:02,1,"132-F-R2"
"1047337336881","1410183692337",70.8300000000,2019-08-08,2019-08-08 16:19:36,1,"132-F-R2"
"1047710761009","668909666353",28.0000000000,2019-08-08,2019-08-08 22:20:00,1,"412-IO-CH"
"1048175214641","1067163222065",91.0000000000,2019-08-09,2019-08-09 09:09:04,3,"129-CL|416-IO-PB|412-IO-CH"
"1048252448817","1412850286641",98.7300000000,2019-08-09,2019-08-09 10:18:33,2,"132-F-R2"
"1048704286769","1376085934129",30.0300000000,2019-08-09,2019-08-09 15:45:15,1,"417-IO-BH"
"1048807473201","1414723239985",87.1500000000,2019-08-09,2019-08-09 16:38:01,3,"129-BR|413-IO-VN|132-BURN"
"1050835255345","1415860355121",59.9900000000,2019-08-09,2019-08-09 18:50:26,1,"132-V2"
"1051662647345","1417178251313",84.0000000000,2019-08-10,2019-08-10 12:37:25,3,"413-IO-VN|412-IO-CH|128-WI"
"1051750727729","92984541191",125.9800000000,2019-08-10,2019-08-10 13:41:27,3,"134-V2"
"1051934097457","1195892899889",82.9600000000,2019-08-10,2019-08-10 16:00:16,2,"404|132-V3"
"1052188803121","987215003697",52.4900000000,2019-08-10,2019-08-10 20:02:59,3,"404|132-BURN|413-IO-VN"
"1052268265521","373964668977",0.0000000000,2019-08-10,2019-08-10 21:42:37,1,"412-IO-CH"
"1052423061553","538304839729",79.9800000000,2019-08-11,2019-08-11 02:02:44,2,"128-BR|413-IO-VN"
"1052784558129","1418496737329",55.9900000000,2019-08-11,2019-08-11 11:49:43,2,"416-IO-PB|412-IO-CH"
"1053050503217","398919630897",53.6400000000,2019-08-11,2019-08-11 15:42:18,2,"132-BURN|400"
"1053218209841","1419265605681",27.0000000000,2019-08-11,2019-08-11 18:00:19,1,"8102"
"1053263560753","1016812437553",44.9900000000,2019-08-11,2019-08-11 18:36:23,2,"416-IO-PB|129-CL"
"1053595140145","1419779964977",30.8000000000,2019-08-12,2019-08-12 00:58:24,1,"128-WI"
"1053859119153","1055580815409",59.9900000000,2019-08-12,2019-08-12 08:46:12,1,"128-AP-30X"
"1054201184305","531504201777",39.9900000000,2019-08-12,2019-08-12 13:50:31,1,"417-IO-BH"
"1054272585777","1360405135409",226.9500000000,2019-08-12,2019-08-12 14:50:44,5,"132-F-FDM|132-CONTROL|132-X-R2"
"1054342185009","1420751044657",28.6300000000,2019-08-12,2019-08-12 15:49:08,1,"412-IO-CH"
"1054513463345","706743009329",29.9600000000,2019-08-12,2019-08-12 18:14:15,1,"414-IO-FC"
"1054606491697","1421102022705",139.9800000000,2019-08-12,2019-08-12 19:47:14,2,"132-V3"
"1054656200753","391655129137",42.0000000000,2019-08-12,2019-08-12 20:40:33,1,"132-V2"
"1054740807729","1421281067057",45.5000000000,2019-08-12,2019-08-12 22:03:06,1,"132-F-R2"
"1054820532273","196977885233",30.2700000000,2019-08-12,2019-08-12 23:27:13,1,"413-IO-VN"
"1055409406001","1343177031729",60.3300000000,2019-08-13,2019-08-13 12:36:20,2,"416-IO-PB"
"1055606767665","565846016049",77.4900000000,2019-08-13,2019-08-13 14:29:56,4,"8202|8102|132-V2|128-BP-20X-R2"
"1055610830897","1237980446769",39.9900000000,2019-08-13,2019-08-13 14:33:00,1,"128-WI"
"1055756615729","1157452890161",127.0000000000,2019-08-13,2019-08-13 16:19:40,2,"417-IO-BH|132-X-R2"
"1056339525681","1262004699185",157.0200000000,2019-08-14,2019-08-14 00:28:16,2,"138|137"
"1056768491569","736314556465",106.4000000000,2019-08-14,2019-08-14 10:56:02,2,"132-X-R2"
"1057537458225","1425387421745",39.9900000000,2019-08-14,2019-08-14 23:09:41,1,"128-OR"
"1057558462513","691277824049",62.9900000000,2019-08-14,2019-08-14 23:36:34,2,"129-BR|413-IO-VN"
"1058016362545","537508970545",119.9800000000,2019-08-15,2019-08-15 09:54:48,2,"137"
"1058396307505","1426602000433",29.7500000000,2019-08-15,2019-08-15 15:07:46,1,"417-IO-BH"
"1058597142577","1376085934129",30.0300000000,2019-08-15,2019-08-15 17:46:54,1,"414-IO-FC"
"1058610937905","1426896420913",69.9900000000,2019-08-15,2019-08-15 17:58:24,1,"132-V3"
"1058869772337","384088080433",64.9900000000,2019-08-15,2019-08-15 22:16:12,3,"129-BR|413-IO-VN|128-BP-20X-R2"
"1058919907377","1427434242097",49.9800000000,2019-08-15,2019-08-15 23:12:05,2,"132-BURN|132-F-FDM"
"1059142467633","1292858458161",84.0000000000,2019-08-16,2019-08-16 06:02:05,2,"136"
"1059767091249","556036685873",79.9800000000,2019-08-16,2019-08-16 16:02:46,4,"417-IO-BH|416-IO-PB|413-IO-VN|412-IO-CH"
"1059809034289","566198763569",108.0800000000,2019-08-16,2019-08-16 16:39:42,4,"132-V2|128-SP-30X|417-IO-BH|414-IO-FC"
"1060051288113","1112009015345",45.5000000000,2019-08-16,2019-08-16 20:41:27,1,"138"
"1060470784049","1328099491889",214.9800000000,2019-08-17,2019-08-17 07:43:04,2,"161|132-V3"
"1060541562929","1429942468657",29.9900000000,2019-08-17,2019-08-17 09:19:22,1,"312-CPC"
"1060762714161","416699023409",65.8400000000,2019-08-17,2019-08-17 12:03:59,1,"136"
"1061128863793","1430956376113",42.0000000000,2019-08-17,2019-08-17 15:18:56,1,"132-V2"
"1061326520369","1431199580209",45.6100000000,2019-08-17,2019-08-17 18:24:57,1,"126-CL-40"
"1061446221873","563370950705",134.9700000000,2019-08-17,2019-08-17 20:53:24,6,"129-CL|129-BR|412-IO-CH|413-IO-VN|417-IO-BH"
"1062389514289","549326651441",21.8500000000,2019-08-18,2019-08-18 18:00:16,1,"128-OR"
"1062468452401","1018229653553",84.0000000000,2019-08-18,2019-08-18 19:19:33,2,"136"
"1062689833009","1158374031409",170.9000000000,2019-08-18,2019-08-18 23:38:09,6,"417-IO-BH|416-IO-PB|412-IO-CH"
"1062694617137","1428947173425",75.9900000000,2019-08-18,2019-08-18 23:44:19,1,"132-X-R2"
"1062708052017","1433097830449",75.9900000000,2019-08-19,2019-08-19 00:04:03,1,"132-X-R2"
"1062908395569","1433350144049",0.0000000000,2019-08-19,2019-08-19 06:26:37,1,"132-V3"
"1063381532721","682638311473",56.0000000000,2019-08-19,2019-08-19 14:14:53,2,"414-IO-FC|413-IO-VN"
"1063612317745","435376160817",44.9400000000,2019-08-19,2019-08-19 17:20:54,1,"126-BR-40"
"1063712489521","565274509361",39.9900000000,2019-08-19,2019-08-19 18:54:17,2,"416-IO-PB|128-WI"
"1063721107505","1334289629233",86.7800000000,2019-08-19,2019-08-19 19:03:28,2,"412-IO-CH"
"1064549384241","1074199494705",88.2900000000,2019-08-20,2019-08-20 11:32:04,2,"413-IO-VN|132-X-R2"
"1064930279473","704487981105",60.2200000000,2019-08-20,2019-08-20 17:01:29,2,"414-IO-FC"
"1064949809201","1436298117169",39.9900000000,2019-08-20,2019-08-20 17:20:00,1,"413-IO-VN"
"1065196519473","545562198065",35.0000000000,2019-08-20,2019-08-20 21:40:41,2,"412-IO-CH|8202"
"1065668476977","543134416945",79.9900000000,2019-08-21,2019-08-21 09:41:23,3,"126-BR-40|132-V2|128-BP-20X-R2"
"1065854369841","60816982023",20.0000000000,2019-08-21,2019-08-21 12:40:38,1,"416-IO-PB"
"1066060939313","1054926438449",17.5000000000,2019-08-21,2019-08-21 15:41:11,1,"132-CLEANSE"
"1066381770801","1440497172529",69.9900000000,2019-08-21,2019-08-21 20:48:43,1,"132-V3"
"1066513465393","1123165667377",64.4900000000,2019-08-21,2019-08-21 23:04:23,1,"132-V2"
"1066647191601","1440895533105",129.2800000000,2019-08-22,2019-08-22 02:33:15,2,"132-V2"
"1066929127473","93292625927",20.0000000000,2019-08-22,2019-08-22 08:57:50,1,"417-IO-BH"
"1070322352177","1443325444145",89.9800000000,2019-08-22,2019-08-22 15:01:30,2,"132-CONTROL|132-F-R2"
"1070631485489","533534867505",83.9800000000,2019-08-22,2019-08-22 19:22:24,3,"128-BR|412-IO-CH"
"1071154233393","1444871471153",139.9800000000,2019-08-23,2019-08-23 08:13:05,2,"134-V2"
"1077332115505","543123308593",79.9900000000,2019-08-23,2019-08-23 15:32:44,4,"8201|132-F-R2|414-IO-FC|132-CLEANSE"
"1078843965489","543287476273",28.0000000000,2019-08-23,2019-08-23 21:37:09,1,"412-IO-CH"
"1078860021809","1447403388977",28.0000000000,2019-08-23,2019-08-23 21:54:13,1,"414-IO-FC"
"1078971170865","1447556546609",39.9900000000,2019-08-24,2019-08-24 00:06:37,1,"414-IO-FC"
"1080839700529","1448063893553",48.1400000000,2019-08-24,2019-08-24 08:09:24,1,"400"
"1080897110065","1448170356785",59.9900000000,2019-08-24,2019-08-24 09:22:58,1,"132-V2"
"1081113804849","1448593915953",55.9900000000,2019-08-24,2019-08-24 12:17:37,2,"414-IO-FC|417-IO-BH"
"1082439401521","1449022357553",151.9800000000,2019-08-24,2019-08-24 16:25:09,2,"132-X-R2"
"1084066168881","1449536192561",59.4900000000,2019-08-24,2019-08-24 22:06:23,2,"132-F-FDM|134-V2"
"1086706483249","1438677532721",118.5900000000,2019-08-25,2019-08-25 04:13:35,3,"132-X-R2|416-IO-PB|417-IO-BH"
"1086934253617","1051318550577",136.0600000000,2019-08-25,2019-08-25 10:28:41,3,"137"
"1089571913777","1452422823985",39.9900000000,2019-08-25,2019-08-25 21:09:41,1,"414-IO-FC"
"1089755217969","1452935675953",24.9900000000,2019-08-26,2019-08-26 00:15:58,1,"132-FDM"
"1092018569265","1453597229105",28.0000000000,2019-08-26,2019-08-26 10:26:56,1,"413-IO-VN"
"1092043309105","1396724400177",66.4900000000,2019-08-26,2019-08-26 10:52:56,2,"132-V3|132-BURN"
"1093262966833","1454152122417",162.6600000000,2019-08-26,2019-08-26 16:43:34,4,"132-CLEANSE|132-X-R2"
"1093465374769","858560856113",42.6900000000,2019-08-26,2019-08-26 20:11:33,2,"412-IO-CH|128-BP-20X-R2"
"1093486215217","1454510964785",55.9900000000,2019-08-26,2019-08-26 20:32:29,2,"128-OR"
"1093514461233","1454546092081",28.0000000000,2019-08-26,2019-08-26 21:02:48,1,"416-IO-PB"
"1094158680113","1455301951537",26.6500000000,2019-08-27,2019-08-27 10:05:26,1,"132-FDM"
"1094448578609","1077387427889",0.0000000000,2019-08-27,2019-08-27 13:59:53,2,"417-IO-BH|126-BR-40"
"1094783893553","676800299057",56.0000000000,2019-08-27,2019-08-27 17:54:02,2,"413-IO-VN|412-IO-CH"
"1094931185713","1416072429617",117.6700000000,2019-08-27,2019-08-27 20:04:19,3,"132-FDM|134-V2"
"1095045972017","1456459874353",59.9900000000,2019-08-27,2019-08-27 21:49:49,1,"134-V2"
"1096549859377","1457500520497",24.9900000000,2019-08-28,2019-08-28 10:45:04,1,"132-CLEANSE"
"1096837038129","1457903501361",64.6400000000,2019-08-28,2019-08-28 14:50:50,1,"132-V2"
"1096840708145","1149172613169",151.9800000000,2019-08-28,2019-08-28 14:54:08,2,"132-X-R2"
"1097724166193","1331644235825",195.9600000000,2019-08-28,2019-08-28 20:43:52,4,"132-CLEANSE|132-BURN|132-X-R2|132-V3"
"1098667720753","560866918449",59.9900000000,2019-08-29,2019-08-29 10:13:15,3,"414-IO-FC"
"1098672144433","1181880090673",38.0500000000,2019-08-29,2019-08-29 10:15:28,2,"132-FDM"
"1098890608689","1108237746225",28.4900000000,2019-08-29,2019-08-29 12:34:19,1,"412-IO-CH"
"1098894180401","550944342065",51.3600000000,2019-08-29,2019-08-29 12:36:54,1,"413-IO-VN"
"1098911580209","982458499121",115.4800000000,2019-08-29,2019-08-29 12:52:37,3,"132-F-R2|136|414-IO-FC"
"1099059429425","1460956659761",151.9800000000,2019-08-29,2019-08-29 14:59:51,2,"132-X-R2"
"1099210129457","1111531880497",49.9800000000,2019-08-29,2019-08-29 17:09:07,2,"132-BURN"
"1099577819185","1461837889585",28.0000000000,2019-08-29,2019-08-29 23:44:44,1,"417-IO-BH"
"1100218040369","544888520753",42.9900000000,2019-08-30,2019-08-30 12:37:56,2,"417-IO-BH|128-WI"
"1100896436273","559290679345",99.9800000000,2019-08-30,2019-08-30 21:11:23,5,"132-BURN|132-V3|412-IO-CH|8104"
"1101766393905","1464679694385",76.9900000000,2019-08-31,2019-08-31 13:44:49,2,"413-IO-VN|132-V3"
"1102233731121","736725041201",60.4600000000,2019-08-31,2019-08-31 19:47:26,2,"413-IO-VN|412-IO-CH"
"1102769127473","60001976327",21.9000000000,2019-09-01,2019-09-01 08:21:01,1,"412-IO-CH"
"1103503163441","1466566443057",24.9900000000,2019-09-01,2019-09-01 18:47:15,1,"132-FDM"
"1103546089521","1466612613169",26.7400000000,2019-09-01,2019-09-01 19:33:49,1,"132-FDM"
"1103612248113","1466683359281",194.9700000000,2019-09-01,2019-09-01 20:49:34,3,"132-F-R2"
"1103742664753","1466825244721",102.3200000000,2019-09-01,2019-09-01 23:20:35,2,"132-BURN|129-BR"
"1103792668721","1367644045361",28.0000000000,2019-09-02,2019-09-02 00:28:24,1,"417-IO-BH"
"1104079552561","422380994609",24.9900000000,2019-09-02,2019-09-02 07:59:36,1,"132-BURN"
"1104933912625","397310492721",55.9900000000,2019-09-02,2019-09-02 15:59:31,2,"413-IO-VN|414-IO-FC"
"1105055481905","1468398141489",42.0000000000,2019-09-02,2019-09-02 17:03:34,1,"134-V2"
"1105968955441","1469264658481",106.3900000000,2019-09-03,2019-09-03 02:02:48,2,"132-X-R2"
"1106139578417","391566000177",53.9900000000,2019-09-03,2019-09-03 06:39:43,1,"136"
"1106627887153","1470308155441",64.3400000000,2019-09-03,2019-09-03 14:50:40,1,"132-V2"
"1107623051313","1334289629233",87.3800000000,2019-09-04,2019-09-04 08:57:48,2,"413-IO-VN"
"1107799932977","1339887484977",39.9900000000,2019-09-04,2019-09-04 11:53:32,1,"417-IO-BH"
"1108466204721","1473179582513",61.3400000000,2019-09-04,2019-09-04 21:18:48,1,"132-V2"
"1108530561073","1473263927345",88.1800000000,2019-09-04,2019-09-04 22:20:00,3,"132-BURN|132-CONTROL|132-X-R2"
"1108963360817","693700362289",0.0000000000,2019-09-05,2019-09-05 07:00:46,1,"412-IO-CH"
"1109593653297","1090169897009",43.7900000000,2019-09-05,2019-09-05 15:26:19,1,"414-IO-FC"
"1109834170417","749994934321",75.7600000000,2019-09-05,2019-09-05 19:04:01,2,"128-BR|137"
"1109883551793","1468334440497",185.4600000000,2019-09-05,2019-09-05 19:50:42,7,"416-IO-PB|417-IO-BH|132-CLEANSE|128-OR|128-BR"
"1110467248177","1322906484785",69.9900000000,2019-09-06,2019-09-06 08:06:42,1,"132-V3"
"1110876061745","1475726540849",64.7900000000,2019-09-06,2019-09-06 14:03:46,1,"132-V2"
"1110920036401","1475771727921",79.9800000000,2019-09-06,2019-09-06 14:37:30,2,"128-OR"
