timestamp,Open,High,Low,Close,Volume,symbol,updated_at,EMA50,EMA200,rsa14,sar,macd,macdsignal,macdhist,slowk,slowkd,upperband,middleband,lowerband
2016-09-08,645.0,647.625,641.8,644.7,1452690,HDFCBANK,2020-04-17 03:06:45,,,,625.6511210316801,,,,,,650.5092447221402,644.5350000000001,638.5607552778599
2016-09-09,645.0,647.25,639.15,645.2,2006884,HDFCBANK,2020-04-17 03:06:45,,,66.27819548872182,627.7990313491457,,,,,,650.5418904803856,645.2050000000002,639.8681095196147
2016-09-12,637.35,642.2,635.75,639.95,1992864,HDFCBANK,2020-04-17 03:06:45,,,61.0847547974414,629.7751088412141,,,,,,651.3072050708405,644.6850000000001,638.0627949291596
2016-09-14,637.5,638.5,632.7,634.725,1924754,HDFCBANK,2020-04-17 03:06:45,,,56.35208539805269,631.593100133917,,,,,,649.3724546256619,641.59,633.8075453743381
2016-09-15,636.0,641.95,634.925,639.8,1750906,HDFCBANK,2020-04-17 03:06:45,,,59.62420280672324,632.7,,,,58.30910852713179,65.01937984496132,648.5258823021126,640.875,633.2241176978874
2016-09-16,641.9,652.25,641.9,648.925,3262908,HDFCBANK,2020-04-17 03:06:45,,,64.7422211573325,632.7,,,,67.0058139534883,62.95219638242895,651.5086362686684,641.72,631.9313637313317
2016-09-19,648.5,651.25,644.0,645.075,2947416,HDFCBANK,2020-04-17 03:06:45,,,61.2163940523064,634.284,,,,77.03488372093018,67.44993540051676,651.448532693353,641.695,631.9414673066472
2016-09-20,646.325,647.5,642.025,644.225,1889124,HDFCBANK,2020-04-17 03:06:45,,,60.43387176547538,635.74128,,,,80.30477623500882,74.78182463647578,652.2912524862049,642.5500000000001,632.8087475137952
2016-09-21,646.0,649.0,643.95,646.5,2128200,HDFCBANK,2020-04-17 03:06:45,,,61.839873747957256,637.0819776,,,,73.66791342082044,77.00252445891981,650.9220923210353,644.9050000000001,638.8879076789649
2016-09-22,652.5,658.475,650.275,653.45,3277900,HDFCBANK,2020-04-17 03:06:45,,,65.83418785743153,638.315419392,,,,74.36413576083801,76.11227513888907,654.2651282039423,647.635,641.0048717960577
2016-09-23,653.025,659.225,650.75,656.35,2438404,HDFCBANK,2020-04-17 03:06:45,,,67.36901837862071,640.3313774528,,,,79.78750103340214,75.93985007168685,658.844577111655,649.12,639.395422888345
2016-09-26,653.05,654.45,646.85,648.075,2788386,HDFCBANK,2020-04-17 03:06:45,,,59.19710367783851,642.598612158464,,,,75.87657271154076,76.6760698352603,658.7150764310961,649.7199999999999,640.7249235689037
2016-09-27,649.5,653.075,647.425,649.025,2028406,HDFCBANK,2020-04-17 03:06:45,,,59.79998264423022,644.5937786994483,,,,69.55702167766252,75.0736984742018,657.9913199903317,650.68,643.3686800096682
2016-09-28,649.95,650.0,644.5,647.625,2494826,HDFCBANK,2020-04-17 03:06:45,,,58.42984873070449,659.225,,,,58.59252277725407,68.00870572215244,657.7417682424426,650.905,644.0682317575573
2016-09-29,648.975,653.0,633.975,638.75,8225006,HDFCBANK,2020-04-17 03:06:45,,,50.52657808981215,658.9305,,,,46.87401822180317,58.341187558906576,659.1534136498884,647.9649999999999,636.7765863501114
2016-09-30,638.55,640.5,633.7,636.425,2069214,HDFCBANK,2020-04-17 03:06:44,,,48.66934310572819,657.9322800000001,,,,31.03989946591246,45.50214682165656,654.5606616050652,643.9799999999999,633.3993383949346
2016-10-03,640.5,644.95,638.2,643.6,1950274,HDFCBANK,2020-04-17 03:06:44,,,54.25729253488777,656.4783432000002,,,,25.981778196669627,34.63189862812841,652.8546775791649,643.0849999999999,633.315322420835
2016-10-04,644.3,647.5,641.15,644.775,1387756,HDFCBANK,2020-04-17 03:06:44,,,55.118959039183956,655.1116426080001,,,,32.84183266699325,29.954503443191772,650.3967767674019,642.2349999999999,634.0732232325979
2016-10-05,649.0,650.025,638.2,643.05,1823510,HDFCBANK,2020-04-17 03:06:44,,,53.52488316637597,653.8269440515202,,,,40.37096561280017,33.064858825487676,647.6883121783288,641.3199999999999,634.951687821671
2016-10-06,643.55,647.8,639.525,640.975,1447856,HDFCBANK,2020-04-17 03:06:44,,,51.59200674931918,652.619327408429,,,,36.17368592882774,36.46216140287371,647.6450170068714,641.7649999999999,635.8849829931283
2016-10-07,642.0,643.875,638.125,640.3,1668732,HDFCBANK,2020-04-17 03:06:44,,,50.947479302875166,651.4841677639232,0.7740384615382254,3.696919515669227,-2.9228810541310017,30.32974208292499,35.62479787485096,645.8681526408745,642.54,639.2118473591254
2016-10-10,642.5,643.95,639.375,642.175,2359656,HDFCBANK,2020-04-17 03:06:44,,,52.71460796848866,650.4171176980878,-0.03381410256440631,3.016310541310241,-3.050124643874647,29.187071498530603,31.896833170094443,645.410851707735,642.2549999999999,639.0991482922648
2016-10-13,639.5,639.5,628.225,631.375,2259678,HDFCBANK,2020-04-17 03:06:44,,,43.086241344335555,649.4140906362026,-1.7121794871799239,2.229647435897113,-3.941826923077037,23.073678556759408,27.530164046071665,647.9921848025845,639.5749999999999,631.1578151974154
2016-10-14,632.875,634.0,627.0,630.9,2033558,HDFCBANK,2020-04-17 03:06:44,,,42.71669085901559,647.7189633853063,-2.6953525641030183,1.4029736467233027,-4.098326210826321,18.488812565690633,23.58318754032688,647.0330432847217,637.145,627.2569567152783
2016-10-17,632.75,633.2,616.375,618.85,2567680,HDFCBANK,2020-04-17 03:06:44,,,34.60740933700851,645.6470670467756,-4.004166666666947,0.4608618233614834,-4.4650284900284305,9.588007862359598,17.050166328269878,649.3176323612857,632.72,616.1223676387143
2016-10-18,621.6,630.0,619.5,628.925,1305484,HDFCBANK,2020-04-17 03:06:44,,,44.15346006745389,642.1344190011625,-5.006730769231012,-0.573557692308024,-4.433173076922988,17.599639516867203,15.225486648305811,645.2886989999197,630.445,615.6013010000804
2016-10-19,630.55,631.5,624.0,629.175,1522452,HDFCBANK,2020-04-17 03:06:44,,,44.37047030402022,639.043288721023,-5.207532051282328,-1.5256232193735413,-3.681908831908787,25.2151063487544,17.467584575993733,637.0380082127774,627.845,618.6519917872226
2016-10-20,630.125,633.725,625.5,627.75,1600178,HDFCBANK,2020-04-17 03:06:44,,,43.336757484236294,636.3230940745003,-5.259294871794964,-2.40272435897465,-2.856570512820314,33.4010037415566,25.4052498690594,635.631603844148,627.1200000000001,618.6083961558522
2016-10-21,628.0,636.475,625.0,635.35,1978204,HDFCBANK,2020-04-17 03:06:44,,,50.02405026425233,616.375,-5.769871794871847,-3.212767094017358,-2.557104700854489,40.79870919101301,33.13827309377467,638.5946398143897,628.01,617.4253601856103
2016-10-24,635.875,638.425,630.525,631.775,1627832,HDFCBANK,2020-04-17 03:06:44,,,47.2020508441067,616.777,-6.739743589743625,-4.047631766382008,-2.6921118233616177,44.404184141441306,39.53463235800364,636.0283599181539,630.595,625.1616400818461
2016-10-25,634.0,634.0,622.025,625.15,2750898,HDFCBANK,2020-04-17 03:06:44,,,42.42564677365338,617.64292,-7.667948717948889,-4.895868945869172,-2.7720797720797163,42.74393263992075,42.64894199079169,636.8205873678555,629.84,622.8594126321445
2016-10-26,621.675,632.5,617.525,619.65,2683270,HDFCBANK,2020-04-17 03:06:44,,,38.905857425828124,638.425,-8.319070512820758,-5.629967948718154,-2.689102564102604,27.191679049034118,38.11326527679873,638.7483066173037,627.9350000000002,617.1216933826967
2016-10-27,619.5,628.5,612.075,626.05,5811930,HDFCBANK,2020-04-17 03:06:44,,,44.65938441199964,638.007,-8.77483974358995,-6.305466524216702,-2.4693732193732485,24.976023785236794,31.637211824730556,638.5165566656275,627.595,616.6734433343726
2016-10-28,627.25,630.95,620.05,629.525,2660268,HDFCBANK,2020-04-17 03:06:44,,,47.54778819368586,636.9697199999999,-9.263621794872165,-6.889850427350615,-2.3737713675215497,34.53196780722394,28.899890213831622,634.7197165211057,626.4300000000001,618.1402834788944
2016-10-30,1263.3,1263.3,1250.0,1253.3,191554,HDFCBANK,2020-04-16 23:54:18,,,95.27012223003092,612.075,19.22499999999968,-4.197435897436094,23.422435897435776,64.10926499189695,41.205752194785894,1253.3399438674483,750.735,248.13005613255189
2016-11-01,628.0,631.925,623.525,629.9,1701208,HDFCBANK,2020-04-17 03:06:44,,,48.13512475188092,620.05,20.047435897435662,-1.3913283475785394,21.4387642450142,51.98222655794239,50.20781978568777,1253.3539382451336,751.6850000000001,250.01606175486643
2016-11-02,625.55,627.85,620.75,623.075,3237216,HDFCBANK,2020-04-17 03:06:44,649.0905000000001,,47.8559710190454,1263.3,21.679326923076474,1.6018518518516203,20.077475071224853,34.296901992398936,50.12946451407944,1253.324767818413,752.3700000000001,251.41523218158738
2016-11-03,622.5,630.0,615.875,627.475,3157906,HDFCBANK,2020-04-17 03:06:44,648.2428333333335,,48.0650813540002,1250.449,22.350801282050952,4.72637108262082,17.624430199430133,2.2636825469947612,29.514270365778703,1253.323522477697,752.655,251.9864775223029
2016-11-04,626.4,626.4,620.875,621.85,2867460,HDFCBANK,2020-04-17 03:06:44,647.2078202614381,,47.80116643514102,1225.0660400000002,22.785576923076746,8.006962250711972,14.778614672364775,1.8516385785762701,12.804074372656665,1253.33380446977,751.12,248.90619553023004
2016-11-07,626.0,627.425,620.0,624.725,2835696,HDFCBANK,2020-04-17 03:06:44,646.3261410354993,,47.95845041311915,1200.6983984,23.414262820512704,11.46054131054104,11.953721509971665,1.9360947957055255,2.0171386404255274,631.2714640116759,625.405,619.538535988324
2016-11-08,625.55,629.0,620.05,627.15,2674082,HDFCBANK,2020-04-17 03:06:44,645.5741355046954,,48.10050178179879,1177.3054624640001,23.177083333333144,14.960113960113695,8.216969373219449,1.9194594802103666,1.9023976181640627,629.268320745222,624.855,620.441679254778
2016-11-09,600.0,628.7,597.675,625.625,6822734,HDFCBANK,2020-04-17 03:06:44,644.7918164652956,,48.011748277912936,1154.8482439654401,23.079967948717808,18.499537037036777,4.580430911681031,2.818807386656816,2.224787220857578,629.411801205929,625.365,621.318198794071
2016-11-10,631.875,641.5,627.05,639.275,5350368,HDFCBANK,2020-04-17 03:06:44,644.5754707215585,,48.92026315391338,1121.4178493275137,24.423397435897186,22.242539173788927,2.1808582621082593,4.254564808071173,2.9976105583127937,639.7801648682234,627.725,615.6698351317766
2016-11-11,637.0,641.0,632.8,637.9,3569660,HDFCBANK,2020-04-17 03:06:44,644.3136875560073,,48.82769793998659,1089.993278367863,26.208653846153652,23.018500712250482,3.19015313390317,5.497339593114244,4.190237262614087,643.5573056530826,630.9350000000001,618.3126943469175
2016-11-15,638.75,644.5,625.325,627.375,6256262,HDFCBANK,2020-04-17 03:06:44,643.6494252989089,,48.0777905804742,1060.4541816657913,26.9219551282049,23.782336182335953,3.1396189458689463,5.5849765258216,5.112293642335682,643.190468007705,631.465,619.739531992295
2016-11-16,634.0,634.0,620.025,622.175,4323872,HDFCBANK,2020-04-17 03:06:44,642.8072909734615,,47.68810231381608,1032.6874307658438,27.032532051281805,24.377136752136543,2.655395299145262,4.728638497652585,5.2703182055294855,644.1694306450914,630.47,616.7705693549086
2016-11-17,619.15,624.45,612.575,615.1,2407812,HDFCBANK,2020-04-17 03:06:44,641.7207305431297,,47.12839209625862,1006.5866849198932,-25.1815705128206,19.095762108261926,-44.27733262108252,3.586854460093902,4.633489827856038,646.8084432793833,628.365,609.9215567206168
2016-11-18,618.0,618.0,604.6,605.7,3439950,HDFCBANK,2020-04-17 03:06:44,640.3081528747716,,46.35001655479071,982.0519838246996,-25.7953525641027,13.697881054130878,-39.493233618233575,2.501408450704233,3.6056338028169157,643.4567650053812,621.65,599.8432349946188
2016-11-21,609.75,609.75,594.175,599.35,2776260,HDFCBANK,2020-04-17 03:06:44,638.7019508012512,,45.799716066004976,958.9893647952176,-26.540705128205218,8.147329059828886,-34.6880341880341,4.702211213963746,3.596824708253969,634.5395291208374,613.9399999999999,593.3404708791625
2016-11-22,603.4,603.4,594.675,599.025,5008892,HDFCBANK,2020-04-17 03:06:44,637.1459919463002,,45.76976426100558,929.8042156116002,-27.685576923077065,2.4959223646721966,-30.18149928774926,7.042050148215066,4.748556604294357,626.4169391358434,608.27,590.1230608641565
2016-11-23,601.5,601.5,590.55,592.375,1766346,HDFCBANK,2020-04-17 03:06:44,635.3902667719356,,45.119562617843016,902.9538783626722,-29.12355769230794,-3.304469373219553,-25.819088319088387,7.767759486108374,6.504006949429072,617.6288315481191,602.3100000000001,586.991168451881
2016-11-24,592.0,593.15,580.45,582.75,7642998,HDFCBANK,2020-04-17 03:06:44,633.3259425848008,,44.14213083439576,871.7134905264049,-30.845512820513136,-9.44545940170959,-21.400053418803545,5.537021189796242,6.782276941373237,611.4101830432352,595.84,580.2698169567649
2016-11-25,584.5,596.6,579.0,594.65,2984980,HDFCBANK,2020-04-17 03:06:44,631.8092389540243,,45.70811512861512,836.7618716632363,-32.22596153846189,-15.93819444444465,-16.28776709401724,10.288945387346745,7.86457535441713,605.7234445051834,593.63,581.5365554948166
2016-11-28,590.125,599.45,589.05,592.225,2065090,HDFCBANK,2020-04-17 03:06:44,630.256915857788,,45.428615008342305,800.6752096303833,-33.642948717949025,-22.66762820512842,-10.975320512820606,15.891638013399975,10.57253486351433,602.8602053006786,592.205,581.5497946993215
2016-11-29,592.35,596.475,588.25,589.375,1966322,HDFCBANK,2020-04-17 03:06:44,628.6537034712081,,45.0797256274751,769.6406802821297,-36.033012820513136,-29.67491096866119,-6.358101851851945,19.974554707379134,15.385046036041961,598.5109577463708,590.275,582.0390422536292
2016-11-30,592.5,601.0,590.55,599.8,3221420,HDFCBANK,2020-04-17 03:06:44,627.5221856880235,,46.69245978616276,742.9509850426315,-37.978205128205445,-31.096759259259507,-6.881445868945939,22.59541984732823,19.487204189369123,603.0764747160868,591.76,580.4435252839132
2016-12-01,601.15,603.95,596.5,598.625,2238492,HDFCBANK,2020-04-17 03:06:44,626.3889627198656,,46.526624053330394,719.997847136663,-39.35384615384646,-32.603258547008814,-6.750587606837648,25.85241730279896,22.80746395250212,602.7130845970962,594.9350000000001,587.1569154029039
2016-12-02,594.5,600.975,588.35,594.55,2031336,HDFCBANK,2020-04-17 03:06:44,625.1403759465376,,45.917530069685,700.2581485375302,-40.69054487179528,-34.175462962963266,-6.515081908832016,28.48600508905848,25.64461407972857,602.6964266044039,594.915,587.133573395596
2016-12-05,593.8,599.475,588.25,598.175,2275968,HDFCBANK,2020-04-17 03:06:44,624.0829102231439,,46.58740165300172,683.282007742276,-41.02884615384653,-35.65804843304876,-5.370797720797768,29.521975479990697,27.953465957282727,603.6944268558269,596.1049999999999,588.5155731441729
2016-12-06,597.5,601.425,595.1,597.225,1351482,HDFCBANK,2020-04-17 03:06:44,623.0296588418441,,46.42511295193186,668.6825266583573,-40.492788461538794,-36.92129629629663,-3.5714921652421623,32.901034759964496,30.303005109671243,601.2118064690968,597.675,594.1381935309031
2016-12-07,600.925,602.95,583.5,590.8,2814096,HDFCBANK,2020-04-17 03:06:44,621.7657506519679,,45.27636291656118,656.1269729261874,-15.724519230769602,-35.24118589743624,19.516666666666637,35.073018840345505,32.498676360100255,601.6843889523428,595.875,590.0656110476572
2016-12-08,593.5,602.775,593.5,599.75,2154848,HDFCBANK,2020-04-17 03:06:44,620.9023878813025,,47.23499619508888,645.3291967165211,-14.504487179487569,-33.27213319088354,18.767646011395968,45.94503165138273,37.97302841723093,602.385618505733,596.1,589.8143814942671
2016-12-09,599.55,601.15,594.0,599.15,2193976,HDFCBANK,2020-04-17 03:06:44,620.0493530624279,,47.11325594419977,636.0431091762082,-13.019711538461934,-30.98066239316275,17.960950854700815,59.499202699750015,46.83908439715944,603.4731697637447,597.02,590.5668302362552
2016-12-12,596.0,596.075,590.55,592.225,1712636,HDFCBANK,2020-04-17 03:06:44,618.9582019619405,,45.650835502941725,628.0570738915391,-10.874358974359211,-28.18525641025676,17.310897435897548,67.08240328896267,57.50887921336516,603.1310547183076,595.83,588.5289452816925
2016-12-13,590.125,595.175,589.275,593.125,1263434,HDFCBANK,2020-04-17 03:06:44,617.945135218335,,45.885932307184895,621.1890835467236,-9.896634615384869,-25.06508190883225,15.168447293447382,63.46025384101524,63.34728660990933,602.4203036374985,595.01,587.5996963625015
2016-12-14,593.5,594.0,586.7,587.85,2157072,HDFCBANK,2020-04-17 03:06:44,616.7649338372239,,44.66638323740531,615.2826118501823,-8.842948717948957,-21.67498219373253,12.832033475783572,48.36339345357377,59.63535019451725,603.3840058009745,594.42,585.4559941990254
2016-12-15,582.1,597.25,581.8,588.3,2470744,HDFCBANK,2020-04-17 03:06:44,615.6486619220386,,44.801162904911415,610.2030461911568,-7.438301282051498,-17.980288461538773,10.541987179487275,40.476513599056574,50.76672029788188,600.291703253634,592.1299999999999,583.9682967463658
2016-12-16,588.3,592.5,585.775,591.15,1627914,HDFCBANK,2020-04-17 03:06:44,614.6879300819587,,45.703204473838426,605.8346197243948,-6.8331730769233445,-14.180769230769531,7.347596153846187,35.67616798683892,41.50535834648978,594.7392042003169,590.53,586.3207957996831
2016-12-19,588.4,589.75,585.25,588.375,1580218,HDFCBANK,2020-04-17 03:06:44,613.6560504709015,,44.93324613149728,602.0777729629795,-5.729647435897618,-10.318198005698289,4.58855056980067,33.74717832957105,36.633286638488876,593.8542154315306,589.76,585.6657845684693
2016-12-20,588.0,592.5,585.85,590.95,2094996,HDFCBANK,2020-04-17 03:06:44,612.7656171191014,,45.844959641457855,598.8468847481623,-4.223878205128585,-9.040349002849288,4.816470797720703,37.735139202407886,35.71949517293931,592.1675340806416,589.325,586.4824659193584
2016-12-21,592.0,592.5,587.5,590.0,1329438,HDFCBANK,2020-04-17 03:06:44,611.8728478203132,,45.54535806767293,596.0683208834196,-3.4676282051285625,-7.81403133903162,4.346403133903057,36.58797119005573,36.02342957401158,592.1972121119876,589.755,587.3127878880124
2016-12-22,588.2,589.75,584.2,586.55,1402858,HDFCBANK,2020-04-17 03:06:44,610.8797949646146,,44.41030434300866,593.6787559597408,-2.9870192307695334,-6.69928774928802,3.7122685185184867,34.179523166603566,36.16754451968908,592.8688706672871,589.4050000000001,585.9411293327131
2016-12-23,585.5,594.625,584.65,593.125,2376258,HDFCBANK,2020-04-17 03:06:44,610.183528495414,,47.115282909816415,579.0,-1.9480769230773376,-5.707478632478923,3.759401709401585,38.258471237194605,36.34198853128466,594.2731420723708,589.8000000000001,585.3268579276294
2016-12-26,589.275,593.05,585.05,587.5,2091932,HDFCBANK,2020-04-17 03:06:44,609.2939783583389,,45.093676393555306,579.3125,-2.2689102564105497,-4.859953703703998,2.5910434472934485,34.318360914105575,35.585451772634606,594.3677839924967,589.6250000000001,584.8822160075035
2016-12-27,589.65,593.45,586.95,592.6,2449648,HDFCBANK,2020-04-17 03:06:44,608.6393125403648,,47.301505071302394,579.61875,-2.5551282051285398,-4.161306980057286,1.606178774928746,43.99544093074903,38.8574243606831,595.2213459817498,589.955,584.6886540182503
2016-12-28,594.95,597.475,590.5,593.375,3253920,HDFCBANK,2020-04-17 03:06:44,608.0407120485858,,47.64602068687901,579.918875,-2.2419871794875235,-3.583938746439066,1.3419515669515425,46.08644831616518,41.46675005367329,596.5686362070579,590.63,584.6913637929421
2016-12-29,592.5,603.975,590.725,602.6,4050408,HDFCBANK,2020-04-17 03:06:43,607.8273507917785,,51.69419650021868,580.6211199999999,-1.84567307692339,-3.0297720797724046,1.1840990028490146,68.36943796704561,52.817109071319976,603.6051728095148,593.84,584.0748271904853
2016-12-30,600.0,606.0,599.975,603.1,2033270,HDFCBANK,2020-04-17 03:06:43,607.6419644862185,,51.91123740125153,582.0223527999999,-1.3575320512824192,-2.543981481481827,1.1864494301994077,80.54499131173966,65.00029253165019,607.9852098747212,595.835,583.6847901252788
2017-01-02,604.725,605.05,596.025,598.55,1854328,HDFCBANK,2020-04-17 03:06:43,607.2854168593079,,49.72188373527559,583.9405645759999,-0.653365384615654,-2.1472578347581677,1.4938924501425137,83.67690950708271,77.53044626195603,606.8999647091168,598.0450000000001,589.1900352908833
2017-01-03,600.4,600.975,592.875,594.95,1923750,HDFCBANK,2020-04-17 03:06:43,606.801675021688,,47.99705906018051,585.70531940992,-0.4415064102568067,-1.811022079772417,1.3695156695156103,70.5234159779615,78.24843893226132,606.3553826436969,598.5150000000001,590.6746173563033
2017-01-04,594.925,596.0,591.9,592.75,3483560,HDFCBANK,2020-04-17 03:06:43,606.2506289424061,,46.925753157045804,587.3288938571263,-0.20673076923105782,-1.5021011396014754,1.2953703703704176,54.25796749816766,69.48609766107066,606.5668942759144,598.3900000000001,590.2131057240858
2017-01-05,594.5,597.25,591.55,593.1,3388192,HDFCBANK,2020-04-17 03:06:43,605.7349180034882,,47.12794104723329,588.8225823485562,0.23012820512781218,-1.260078347578681,1.4902065527064932,44.79490484494658,56.525429440358614,604.27650113977,596.4900000000001,588.7034988602303
2017-01-06,595.05,599.2,594.1,596.825,2762630,HDFCBANK,2020-04-17 03:06:43,605.3855094543319,,49.33991559603017,590.1967757606717,0.8681089743586199,-0.9115206552709955,1.7796296296296155,45.986238532110065,48.34637029174147,599.6469836807344,595.2350000000002,590.8230163192661
2017-01-09,599.425,602.075,596.075,597.6,2286898,HDFCBANK,2020-04-17 03:06:43,605.0801953580836,,49.810381233345275,591.461033699818,1.6716346153842778,-0.44188034188068237,2.11351495726496,53.4021406727829,48.06109468327989,598.9185513420218,595.0450000000002,591.1714486579785
2017-01-10,598.1,608.4,597.65,607.175,2773058,HDFCBANK,2020-04-17 03:06:43,605.1623445597274,,55.3298940393121,592.6241510038326,2.4963141025637015,0.08459757834723153,2.41171652421647,71.43958349129325,56.942654232062104,607.9204649943907,597.4900000000001,587.0595350056095
2017-01-11,608.75,619.05,607.75,617.0,4671702,HDFCBANK,2020-04-17 03:06:43,605.6265663416989,,60.17020615309428,594.2017359034494,4.19407051282019,0.7556801994298515,3.438390313390338,83.4822013705337,69.44130851153665,619.6963417804359,602.3400000000001,584.9836582195644
2017-01-12,617.5,621.85,612.75,617.5,1458158,HDFCBANK,2020-04-17 03:06:43,606.092191191044,,60.4053399901187,597.1835275950355,5.242147435896982,1.4889779202275628,3.753169515669419,92.38602067647703,82.4359351794347,625.151631269886,607.2200000000001,589.2883687301143
2017-01-13,619.5,619.85,614.3,616.25,1925206,HDFCBANK,2020-04-17 03:06:43,606.4905366345324,,59.46028142008508,600.6368337317305,6.513782051281623,2.2853276353272602,4.2284544159543636,88.72473340943309,88.19765181881463,626.5955906923836,611.1050000000001,595.6144093076167
2017-01-16,616.75,624.725,616.4,623.825,1882932,HDFCBANK,2020-04-17 03:06:43,607.1703195116096,,63.216051870752665,603.6066770092882,7.333493589743057,3.149216524216134,4.184277065526922,89.8346152900566,90.31512312532227,627.0012440587408,616.3500000000001,605.6987559412595
2017-01-17,623.5,626.2,618.125,619.25,1779806,HDFCBANK,2020-04-17 03:06:43,607.6440324719387,,59.623298119416624,606.9856086878021,7.639903846153288,4.021064814814395,3.6188390313388936,87.24441219745206,88.60125363231396,624.1967216422826,618.7650000000001,613.3332783577176
2017-01-18,620.45,628.0,620.425,621.3,2306444,HDFCBANK,2020-04-17 03:06:43,608.179560610294,,60.701073396671724,610.4441991239978,8.452083333332894,4.934615384614959,3.5174679487179343,86.46591251909742,87.8483133355354,625.0281472308745,619.6250000000002,614.2218527691259
2017-01-19,622.45,622.45,617.5,618.15,1756206,HDFCBANK,2020-04-17 03:06:43,608.5705582334197,,58.13326017105788,613.9553592991982,9.220032051281578,5.862606837606399,3.357425213675179,78.3346915416969,84.01500541941549,624.9755746808739,619.7550000000002,614.5344253191265
2017-01-20,618.0,622.5,615.0,618.175,6971034,HDFCBANK,2020-04-17 03:06:43,608.9472030085797,,58.14839206702766,628.0,10.189743589743102,6.809063390312935,3.3806801994301674,75.88020118884307,80.2269350832125,624.4794239247918,620.1400000000001,615.8005760752084
2017-01-23,618.0,625.0,617.9,622.325,2396924,HDFCBANK,2020-04-17 03:06:43,609.4718224984393,,60.688414403502,627.74,11.426121794871278,7.801264245013777,3.6248575498575013,76.81755829903977,77.01081700985993,623.2203254279668,619.8400000000001,616.4596745720335
2017-01-24,625.0,635.75,624.625,633.775,5130932,HDFCBANK,2020-04-17 03:06:43,610.4248882828142,,66.69440511332633,615.0,12.759134615384141,8.75293803418755,4.006196581196592,84.33588957372542,79.01121635386944,634.2662586117642,622.7450000000001,611.223741388236
2017-01-25,636.3,647.8,635.05,645.3,7818492,HDFCBANK,2020-04-17 03:06:43,611.7925397227039,,71.42644599041999,615.415,14.6437499999995,9.797560541310052,4.846189458689448,91.76896924971844,84.30747237416124,648.6611407458425,627.5450000000003,606.428859254158
2017-01-27,649.5,650.0,644.0,645.95,3426118,HDFCBANK,2020-04-17 03:06:43,613.1320479688724,,71.67091339980458,616.7103999999999,15.723076923076405,10.820815527065028,4.902261396011378,94.4552498571515,90.1867028935318,655.9658704995854,633.1050000000002,610.244129500415
2017-01-30,646.475,646.475,640.275,642.475,2659814,HDFCBANK,2020-04-17 03:06:43,614.282751970093,,68.30623771693408,618.707776,15.695032051281487,11.749875356124853,3.9451566951566335,91.15322410231944,92.45914773639647,655.8550698712655,637.9650000000003,620.074930128735
2017-01-31,641.2,646.35,638.5,643.325,3050520,HDFCBANK,2020-04-17 03:06:43,615.4216636575404,,68.69339289592028,620.58530944,15.916346153845552,12.669480056979548,3.246866096866004,87.43878307374008,91.01575234440368,650.9280245919443,642.1650000000002,633.401975408056
2017-02-01,643.1,655.0,640.25,652.85,5455332,HDFCBANK,2020-04-17 03:06:43,616.8894415533232,,72.7155354125802,622.3501908735999,16.45288461538405,13.558457977207455,2.8944266381765953,88.24600765971722,88.94600494525893,653.3008879242567,645.9800000000001,638.6591120757436
